chunk_id	standard	version	req_id	regex_label	page	human_label	body_preview
3de831e5-7764-4daf-803a-9400860b4d4b	CIP-002	5	R1	shall	6	1	R1. Each Responsible Entity shall implement a process that considers each of the  following assets for purposes of parts 1.1 through 1.3:  [Violation Risk Factor:  High][Time Horizon: Operations Planning]  i.Control Centers and backup Control Centers;   ii.Transmission stations and substations;  iii.Generation resources;  iv.Systems and facilities critical to system restoration, including Blacksta...
c7affe6d-1d66-4973-ac55-301e4756e30e	CIP-002	5	M1	shall	6	1	M1. Acceptable evidence includes, but is not limited to, dated electronic or physical lists  required by Requirement R1, and Parts 1.1 and 1.2. R2.  The Responsible Entity shall: [Violation Risk Factor: Lower] [Time Horizon: Operations  Planning]  2.1     Review the identifications in Requirement R1 and its parts (and update  them if there are changes identified) at least once every 15 calendar  m...
7a4655dc-3421-4e03-bd49-5f0d9f27b6cf	CIP-002	5	M2	informational	7	1	M2.  Acceptable evidence includes, but is not limited to, electronic or physical dated  records to demonstrate that the Responsible Entity has reviewed and updated, where  necessary, the identifications required in Requirement R1 and its parts, and has had its  CIP Senior Manager or delegate approve the identifications required in Requirement  R1 and its parts at least once every 15 calendar month...
e3e027c7-8f8b-48a9-a14e-645cedb4d91a	CIP-002	5		shall	7	0	C. Compliance  1. Compliance Monitoring Process:  1.1. Compliance Enforcement Authority:  The Regional Entity shall serve as the Compliance Enforcement Authority (“CEA”)  unless the applicable entity is owned, operated, or controlled by the Regional  Entity. In such cases the ERO or a Regional Entity approved by FERC or other  applicable governmental authority shall serve as the CEA. 1.2. Evidence...
64e734f3-98af-4041-9193-70b8534357be	CIP-002	5		informational	7	0	Table of Compliance Elements  R #  Time  Horizon  VRF  Violation Severity Levels (CIP-002-5.1a)  Lower VSL  Moderate VSL  High VSL  Severe VSL  R1  Operations  Planning  High  For Responsible  Entities with more  than a total of 40 BES  assets in Requirement  R1, five percent or  fewer BES assets have  not been considered  according to  Requirement R1;   OR  For Responsible  Entities with a total ...
63b90284-eb70-4fc1-8a5d-89f06426a4da	CIP-002	5		informational	7	0	OR  For Responsible  Entities with more  than a total of 100  high and medium  impact BES Cyber  For Responsible  Entities with more  than a total of 100  high and medium  impact BES Cyber  Systems, more than  five percent but less  than or equal to 10  percent of identified  BES Cyber Systems  have not been  categorized or have  been incorrectly  categorized at a lower  category;   OR  For Respon...
cdc61e56-d85d-42ac-86f9-adec769de582	CIP-002	5		informational	7	0	OR  For Responsible  Entities  with more  than a total of 100  high and medium  impact BES Cyber R #  Time  Horizon  VRF  Violation Severity Levels (CIP-002-5.1a)  Lower VSL  Moderate VSL  High VSL  Severe VSL  Systems, five percent  or fewer high or  medium BES Cyber  Systems have not been  identified;  OR  For Responsible  Entities with a total of  100 or fewer high and  medium impact BES  Cyber...
3ffae322-ddf2-4a80-a3ae-84898c28727f	CIP-002	5		informational	7	0	R #  Time  Horizon  VRF  Violation Severity Levels (CIP-002-5.1a)  Lower VSL  Moderate VSL  High VSL  Severe VSL  R2  Operations  Planning  Lower  The Responsible Entity  did not complete its  review and update for  the identification  required for R1 within  15 calendar months  but less than or equal  to 16 calendar months  of the previous review. (R2.1)  OR  The Responsible Entity  did not compl...
2f067a90-c128-46ff-945f-ae15149b0d2a	CIP-002	5		informational	7	0	(R2.1)  OR  The Responsible Entity  failed to complete its  approval of the  identifications  required by R1 by the  CIP Senior Manager or  delegate according to  Requirement R2 within  18 calendar months of  the previous approval. (R2.2)
386cd711-c189-4c44-9a15-7884eee9887c	CIP-002	5		informational	13	0	D. Regional Variances  None.
e2b928b6-9875-481e-b6b6-843feedd14f5	CIP-002	5		informational	13	0	E. Interpretations  None.  F. Associated Documents  None. CIP-002-5.1a - Attachment 1  Impact Rating Criteria   The criteria defined in Attachment 1 do not constitute stand-alone compliance requirements,  but are criteria characterizing the level of impact and are referenced by requirements. 1. High Impact Rating (H)  Each BES Cyber System used by and located at any of the following: 1.1.  Each Co...
cd0386c1-63ee-40a1-b422-54008500ca8d	CIP-002	5		informational	13	0	2.1. Commissioned generation, by each group of generating units at a single plant location,  with an aggregate highest rated net Real Power capability of the preceding 12  calendar months equal to or exceeding 1500 MW in a single Interconnection. For each  group of generating units, the only BES Cyber Systems that meet this criterion are  those shared BES Cyber Systems that could, within 15 minute...
a9082521-65b4-4c14-9070-4c61fd1628c9	CIP-002	5		informational	13	0	"Transmission Facilities that are operating between 200 kV and 499 kV at a single  station or substation, where the station or substation is connected at 200 kV or higher  voltages to three or more other Transmission stations or substations and has an  ""aggregate weighted value"" exceeding 3000 according to the table below. The  ""aggregate weighted value"" for a single station or substation is determ..."
3a3cd6dc-2016-4c7a-900d-475a4bd36854	CIP-002	5		informational	13	0	2.6. Generation at a single plant location or Transmission Facilities at a single station or  substation location that are identified by its Reliability Coordinator, Planning  Coordinator, or Transmission Planner as critical to the derivation of Interconnection  Reliability Operating Limits (IROLs) and their associated contingencies. 2.7. Transmission Facilities identified as essential to meeting ...
4cb906fd-0179-4cd3-b318-db6045230940	CIP-002	5		informational	13	0	Each system or group of Elements that performs automatic Load shedding under a  common control system, without human operator initiation, of 300 MW or more  implementing undervoltage load shedding (UVLS) or underfrequency load shedding  (UFLS) under a load shedding program that is subject to one or more requirements in  a NERC or regional reliability standard. 2.11. Each Control Center or backup C...
c5fb5072-09e6-43f3-9450-28057096d220	CIP-002	5		informational	13	0	3. Low Impact Rating (L) BES Cyber Systems not included in Sections 1 or 2 above that are associated with any of the  following assets and that meet the applicability qualifications in Section 4 - Applicability, part  4.2 – Facilities, of this standard: 3.1. Control Centers and backup Control Centers.   3.2. Transmission stations and substations.  3.3. Generation resources.   3.4. Systems and faci...
f62fabcf-33cb-4ff0-aff3-c50599e6f316	CIP-002	5		may	13	0	Section “4.2. Facilities” defines the scope of the Facilities, systems, and equipment owned by  the Responsible Entity, as qualified in section 4.1, that is subject to the requirements of the  standard. In addition to the set of BES Facilities, Control Centers, and other systems and  equipment, the list includes the qualified set of systems and equipment owned by Distribution  Providers. While the...
a4bfc531-45dd-46b8-8bba-804952911a71	CIP-002	5		may	13	0	CIP-002-5.1a requires that applicable Responsible Entities categorize their BES Cyber Systems  and associated BES Cyber Assets according to the criteria in Attachment 1. A BES Cyber Asset  includes in its definition, “…that if rendered unavailable, degraded, or misused would, within 15  minutes adversely impact the reliable operation of the BES.” The following provides guidance that a Responsible ...
a0f693fe-7086-45ac-b9ec-62b33b5245c8	CIP-002	5		may	13	0	X  X  X  X  X  X  Balancing Load &  Generation  X  X  X  X  X  X  X  Controlling Frequency X X  X  Controlling Voltage X  X  X X  Managing Constraints  X X X Monitoring and Control X X Restoration X X Situation Awareness  X  X  X X Inter-Entity coordination  X  X  X  X X  X  Dynamic Response  The Dynamic Response Operating Service includes those actions performed by BES Elements or  subsystems whi...
efacd9f6-e178-4053-8917-f2eff993642c	CIP-002	5		informational	13	0	Balancing Load and Generation  The Balancing Load and Generation Operations Service includes activities, actions and  conditions necessary for monitoring and controlling generation and load in the operations  planning horizon and in real-time.   Aspects of the Balancing Load and Generation function  include, but are not limited to:   Calculation of Area Control Error (ACE)    Field data sources ...
83878e56-11a6-4b33-8908-6b8086fa660e	CIP-002	5		informational	13	0	Controlling Voltage (Reactive Power)  The Controlling Voltage Operations Service includes activities, actions and conditions which  ensure, in real time, that voltage remains within bounds acceptable for the reliability or  operability of the BES.  Aspects of the Controlling Voltage function include, but are not limited  to:   Automatic Voltage Regulation (AVR)   Sensors, stator control system, ...
97125704-4204-4643-8302-5891ed3c5a4e	CIP-002	5		informational	13	0	Restoration of BES  The Restoration of BES Operations Service includes activities, actions and conditions necessary  to go from a shutdown condition to an operating condition delivering electric power without  external assistance.  Aspects of the Restoration of BES function include, but are not limited to:   Restoration including planned cranking path   Through black start units (TOP, GOP)   Th...
e8ef6af7-194c-40e6-b641-bae1ec24ed7c	CIP-002	5		informational	13	0	Applicability to Distribution Providers   It is expected that only Distribution Providers that own or operate facilities that qualify in the  Applicability section will be subject to these Version 5 Cyber Security Standards.  Distribution  Providers that do not own or operate any facility that qualifies are not subject to these  standards.  The qualifications are based on the requirements for regi...
5f0494ed-93f5-49b3-9d14-bd6105a60a3f	CIP-002	5		should	13	0	Requirement R1:   Requirement R1 implements the methodology for the categorization of BES Cyber Systems  according to their impact on the BES. Using the traditional risk assessment equation, it reduces  the measure of the risk to an impact (consequence) assessment, assuming the vulnerability  index of 1 (the Systems are assumed to be vulnerable) and a probability of threat of 1 (100  percent). The...
8ba1ea37-d707-49e4-a48e-1bf93f4b5d44	CIP-002	5		should	13	0	However, in a substation that includes equipment that  supports BES operations along with equipment that only supports Distribution operations,  the Responsible Entity may be better served to consider only the group of Facilities that  supports BES operation. In that case, the Responsible Entity may designate the group of  Facilities by location, with qualifications on the group of Facilities that...
fa316d42-46a8-4290-af7e-53afafda5811	CIP-002	5		may	13	0	High Impact Rating (H)  This category includes those BES Cyber Systems, used by and at Control Centers (and the  associated data centers included in the definition of Control Centers), that perform the  functional obligations of the Reliability Coordinator (RC), Balancing Authority (BA), Transmission  Operator (TOP), or Generator Operator (GOP), as defined under the Tasks heading of the  applicabl...
027ba281-2fb8-405f-b596-a7819baba64c	CIP-002	5		informational	13	0	The 3000 MW threshold defined in criterion 1.2 for BA Control Centers provides a sufficient  differentiation of the threshold defined for Medium Impact BA Control Centers. An analysis of  BA footprints shows that the majority of Bas with significant impact are covered under this  criterion. Additional thresholds as specified in the criteria apply for this category.
9d13b6d6-f9b9-4fcd-be8c-4da07add088b	CIP-002	5		shall	13	0	Medium Impact Rating (M)  Generation  The criteria in Attachment 1’s medium impact category that generally apply to Generation Owner  and Operator (GO/GOP) Registered Entities are criteria 2.1, 2.3, 2.6, 2.9, and 2.11. Criterion 2.13  for BA Control Centers is also included here.  Criterion 2.1 designates as medium impact those BES Cyber Systems that impact generation  with a net Real Power capab...
fcb87e4a-2a1d-4e28-b436-df601db20907	CIP-002	5		may	13	0	Hence, where multiple values of net Real Power capability could be used for the Facilities’  qualification against these bright-lines, the highest value was used.  In Criterion 2.3, the drafting team sought to ensure that BES Cyber Systems for those  generation Facilities that have been designated by the Planning Coordinator or  Transmission Planner as necessary to avoid BES Adverse Reliability I...
d0069143-ec48-4547-8d07-d870f37f749c	CIP-002	5		informational	13	0	In cases where there is no designated Planning Coordinator, the  Transmission Planner is included as the Registered Entity that performs this designation. If it is determined through System studies that a unit must run in order to preserve the  reliability of the BES, such as due to a Category C3 contingency as defined in TPL-003, then  BES Cyber Systems for that unit are categorized as medium imp...
7b957a05-2a27-4d43-bee8-7fd7676f911a	CIP-002	5		may	13	0	 Criterion 2.6 includes BES Cyber Systems for those Generation Facilities that have been  identified as critical to the derivation of IROLs and their associated contingencies, as  specified by FAC-014-2, Establish and Communicate System Operating Limits, R5.1.1 and  R5.1.3.  IROLs may be based on dynamic System phenomena such as instability or voltage collapse.  Derivation of these IROLs and thei...
f58c8d88-bc92-4ee2-a6f6-e4e45aaecc35	CIP-002	5		informational	13	0	The SDT uses the phrases “Transmission Facilities at a single station or substation” and  “Transmission stations or substations” to recognize the existence of both stations and  substations.  Many entities in industry consider a substation to be a location with physical  borders (i.e. fence, wall, etc.) that contains at least an autotransformer.  Locations also exist  that do not contain autotrans...
c0fa7514-892e-4586-8571-6e2e784ccb7d	CIP-002	5		should	13	0	 Criteria 2.2, 2.4 through 2.10, and 2.12 in Attachment 1 are the criteria that are applicable to  Transmission Owners and Operators. In many of the criteria, the impact threshold is defined  as the capability of the failure or compromise of a System to result in exceeding one or more  Interconnection Reliability Operating Limits (IROLs). Criterion 2.2 includes BES Cyber Systems  for those Facili...
841a2650-6c75-493e-abb6-c94f1cf43830	CIP-002	5		should	13	0	the plant is smaller in  aggregate than the threshold set for generation in Criterion 2.1) is operated at 500kV, the  collector bus should be considered a Generation Interconnection Facility, and not a  Transmission Facility, according to the “Final Report from the Ad Hoc Group for Generation  Requirements at the Transmission Interface.” This collector bus would not be a facility for a  medium imp...
9e2fdff8-f7ad-420e-a48c-555522813982	CIP-002	5		should	13	0	Additionally, in NERC’s document “Integrated Risk Assessment Approach – Refinement to  Severity Risk Index”, Attachment 1, the report used an average MVA line loading based on  kV rating:   230 kV –> 700 MVA    345 kV –> 1,300 MVA    500 kV –> 2,000 MVA    765 kV –> 3,000 MVA   In the terms of applicable lines and connecting “other Transmission stations or substations”  determinations, the fol...
148dc96d-f7b6-4062-8170-62ea38175fc3	CIP-002	5		may	13	0	 For autotransformers in a station, Responsible Entities have flexibility in determining  whether the groups of Facilities are considered a single substation or station  location or multiple substations or stations.  In most cases, Responsible Entities  would probably consider them as Facilities at a single substation or station unless  geographically dispersed.  In these cases of these transform...
c58a267e-5cc1-4c42-94f3-d52c25f6a2fa	CIP-002	5		informational	13	0	 Multiple-point (or multiple-tap) lines are considered to contribute a single weight  value per line and affect the number of connections to other stations. Therefore, a  single 230 kV multiple-point line between three Transmission stations or substations  would contribute an aggregated weighted value of 700 and connect Transmission  Facilities at a single station or substation to two other Trans...
5bd6a303-e0ea-4794-839a-028dcec400aa	CIP-002	5		informational	13	0	This qualification does not  include the consideration of lines operating at lower than 200 kV, or 500 kV or  higher, the latter already qualifying as medium impact under criterion 2.4. :  there is no value to be assigned to lines at voltages of less than 200 kV or 500 kV  or higher in the table of values for the contribution to the aggregate value of  3000. The Transmission Facilities at the stat...
48c38c9d-1a55-4142-bf27-b73db47ac2fa	CIP-002	5		should	13	0	 Criterion 2.9 designates as medium impact those BES Cyber Systems for those Special  Protection Systems (SPS), Remedial Action Schemes (RAS), or automated switching Systems  installed to ensure BES operation within IROLs. The degradation, compromise or  unavailability of these BES Cyber Systems would result in exceeding IROLs if they fail to  operate as designed. By the definition of IROL, the l...
f2c600f9-3b95-4bb7-8a47-9f6136fe7fb3	CIP-002	5		should	13	0	This particular threshold (300 MW) was provided in CIP, Version 1. The SDT believes that the  threshold should be lower than the 1500MW generation requirement since it is specifically  addressing UVLS and UFLS, which are last ditch efforts to save the Bulk Electric System and  hence requires a lower threshold. A review of UFLS tolerances defined within regional  reliability standards for UFLS prog...
2327ba73-c19e-42d6-8f2d-81e8e21770f1	CIP-002	5		informational	13	0	Low Impact Rating (L)  BES Cyber Systems not categorized in high impact or medium impact default to low impact. Note  that low impact BES Cyber Systems do not require discrete identification. Restoration Facilities   Several discussions on the CIP Version 5 standards suggest entities owning Blackstart  Resources and Cranking Paths might elect to remove those services to avoid higher  compliance c...
283c453b-21c2-480b-b853-707e99a88914	CIP-002	5		informational	13	0	This represents a  net gain to bulk power system reliability, however, since many of those assets do not meet  criteria for inclusion under Versions 1-4. Weighing the risks to overall BES reliability, the drafting team determined that this re- categorization represents the option that would be the least detrimental to restoration  function and, thus, overall BES reliability. Removing Blackstart Re...
074da3be-1984-4540-a304-d2f391000fae	CIP-002	5		may	13	0	Regarding concerns of communication to BES Asset Owners and Operators of their role in the  Restoration Plan, Transmission Operators are required in NERC Standard EOP-005-2 to  “provide the entities identified in its approved restoration plan with a description of any  changes to their roles and specific tasks prior to the implementation date of the plan.”    BES Cyber Systems for Facilities and ...
f33d7106-2c81-4ec2-9860-02409e43005c	CIP-002	5		informational	13	0	Rationale:  During development of this standard, text boxes were embedded within the standard to explain  the rationale for various parts of the standard. Upon BOT approval, the text from the rationale  text boxes was moved to this section. Rationale for R1:  BES Cyber Systems at each site location have varying impact on the reliable operation of the  Bulk Electric System. Attachment 1 provides a ...
a341e208-48aa-4513-95b1-cac0603829a9	CIP-002	5		informational	33	0	Version History    Version  Date  Action  Change Tracking  1  1/16/06  R3.2 — Change “Control Center” to  “control center.”   3/24/06  2  9/30/09  Modifications to clarify the  requirements and to bring the  compliance elements into conformance  with the latest guidelines for developing  compliance elements of standards.   Removal of reasonable business  judgment.   Replaced the RRO with the RE as...
a9a14d7e-6e5e-47c4-932e-1499d081922f	CIP-002	5	R1	shall	35	1	R1.  Each Responsible Entity shall implement a process that considers each of the following  assets for purposes of parts 1.1 through 1.3:  i.  Control Centers and backup Control Centers;  ii.  Transmission stations and substations;  iii.  Generation resources;  iv.  Systems and facilities critical to system restoration, including Blackstart Resources  and Cranking Paths and initial switching requ...
3d00eccd-21e4-487a-9534-2296b0c2b3f9	CIP-002	5	R1	shall	35	0	Questions  Energy Sector Security Consortium, Inc. (EnergySec) submitted a Request for Interpretation  (RFI) seeking clarification of Criterion 2.1 of Attachment 1 in Reliability Standard CIP-002-5.1  regarding the use of the phrase “shared BES Cyber Systems.”   The Interpretation Drafting Team identified the following questions in the RFI:  1. Whether the phrase “shared BES Cyber Systems” means t...
6c72c825-990c-4add-a448-2c139d303f1f	CIP-002	5	R1	should	35	0	Additionally, the Background section of CIP-002-5.1 states that “[i]t is left up to the Responsible  Entity to determine the level of granularity at which to identify a BES Cyber System within the  qualifications in the definition of BES Cyber System.” The Background section also provides: The Responsible Entity should take into consideration the operational  environment and scope of management wh...
585fd780-21e9-4cbf-bce4-953f080d03a7	CIP-002	5	R1	should	35	0	Question 2: Whether the phrase “shared BES Cyber Systems” refers to discrete BES Cyber  Systems that are shared by multiple units, or groups of BES Cyber Systems that could  collectively impact multiple units?  The phrase “shared BES Cyber Systems” refers to discrete BES Cyber Systems that are shared by  multiple generation units.  The use of the term “shared” is also clarified in the NERC Frequen...
e40594d4-2aa7-42e3-893f-7b7e2b69b199	CIP-013	2		informational	1	0	A. Introduction  1.  Title:  Cyber Security - Supply Chain Risk Management
a2768549-c358-445a-a282-6b83f5adf3d1	CIP-013	2		informational	1	1	2. Number:  CIP-013-2  3. Purpose:  To mitigate cyber security risks to the reliable operation of the Bulk  Electric System (BES) by implementing security controls for supply chain risk  management of BES Cyber Systems. 4. Applicability:  4.1. Functional Entities:  For the purpose of the requirements contained herein, the  following list of functional entities will be collectively referred to as “...
38ada224-381b-48e0-af2b-cf3c67e01117	CIP-013	2		informational	1	1	Facilities: For the purpose of the requirements contained herein, the following  Facilities, systems, and equipment owned by each Responsible Entity in 4.1  above are those to which these requirements are applicable. For requirements in  this standard where a specific type of Facilities, system, or equipment or subset  of Facilities, systems, and equipment are applicable, these are specified  expl...
466235f7-134d-4895-a701-b1660a8cc6c0	CIP-013	2		informational	1	1	Cyber Assets associated with communication networks and data  communication links between discrete Electronic Security  Perimeters (ESPs). 4.2.3.3. The systems, structures, and components that are regulated by  the Nuclear Regulatory Commission under a cyber security plan  pursuant to 10 C.F.R. Section 73.54. 4.2.3.4. For Distribution Providers, the systems and equipment that are  not included in ...
0633919d-e80b-44ff-a434-39fdf965d42d	CIP-013	2		informational	4	0	B. Requirements and Measures
28ef1b08-3b8b-4f1a-8a51-456f936201bc	CIP-013	2	R1	shall	4	1	R1. Each Responsible Entity shall develop one or more documented supply chain cyber  security risk management plan(s) for high and medium impact BES Cyber Systems and  their associated Electronic Access Control or Monitoring Systems (EACMS) and Physical  Access Control Systems (PACS). The plan(s) shall include:  [Violation Risk Factor:  Medium] [Time Horizon: Operations Planning]  1.1. One or more...
7291c3c9-8567-46b0-8137-9511650b95ce	CIP-013	2	M1	shall	4	1	M1. Evidence shall include one or more documented supply chain cyber security risk  management plan(s) as specified in the Requirement.
38a6a8ed-5ee5-40bc-9d40-0e324bd9cdd2	CIP-013	2	R2	shall	4	1	R2. Each Responsible Entity shall implement its supply chain cyber security risk  management plan(s) specified in Requirement R1. [Violation Risk Factor: Medium]  [Time Horizon: Operations Planning]    Note: Implementation of the plan does not require the Responsible Entity to  renegotiate or abrogate existing contracts (including amendments to master  agreements and purchase orders). Additionally...
99d32165-4a07-4702-8e40-2bad957a6d62	CIP-013	2	M2	shall	5	1	M2. Evidence shall include documentation to demonstrate implementation of the supply  chain cyber security risk management plan(s), which could include, but is not limited  to, correspondence, policy documents, or working documents that demonstrate use  of the supply chain cyber security risk management plan.
551af434-45db-46f2-a908-a6d69cd4f2f3	CIP-013	2	R3	shall	5	1	R3. Each Responsible Entity shall review and obtain CIP Senior Manager or delegate  approval of its supply chain cyber security risk management plan(s) specified in  Requirement R1 at least once every 15 calendar months.  [Violation Risk Factor:  Medium] [Time Horizon: Operations Planning]
867e8a5d-3969-492e-8c3c-53059b4c579f	CIP-013	2	M3	shall	5	1	M3. Evidence shall include the dated supply chain cyber security risk management plan(s)  approved by the CIP Senior Manager or delegate(s) and additional evidence to  demonstrate review of the supply chain cyber security risk management plan(s).  Evidence may include, but is not limited to, policy documents, revision history,  records of review, or workflow evidence from a document management sys...
b659a47b-9099-4128-b27a-c1ffdd62bc25	CIP-013	2		shall	6	0	C. Compliance  1. Compliance Monitoring Process  1.1. Compliance Enforcement Authority:  “Compliance Enforcement Authority” (CEA) means NERC or the Regional Entity,  or any entity as otherwise designated by an Applicable Governmental Authority,  in their respective roles of monitoring and/or enforcing compliance with  mandatory and enforceable Reliability Standards in their respective  jurisdictio...
406212d9-f309-4184-ae47-259f50a61d89	CIP-013	2		informational	6	0	Violation Severity Levels  R #  Violation Severity Levels  Lower VSL  Moderate VSL  High VSL  Severe VSL  R1. The Responsible Entity  developed one or more  documented supply chain  cyber security risk  management plan(s) which  include the use of  process(es) in planning for  procurement of BES Cyber  Systems, and their  associated EACMS and  PACS, to identify and assess  cyber security risk(s) t...
506411af-e78f-48a7-83e8-f2739a9ef4c9	CIP-013	2		informational	6	0	The Responsible Entity  developed one or more  documented supply chain  cyber security risk  management plan(s), but  the plan(s) did not include  the use of process(es) in  planning for procurement of  BES Cyber Systems, and  their associated EACMS and  PACS, to identify and assess  cyber security risk(s) to the  BES as specified in Part 1.1,  and the plan(s) did not  include the use of  process(...
08134c1e-ec0a-44d0-96fa-fb55407aaffd	CIP-013	2		informational	6	0	The Responsible Entity  implemented its supply  chain cyber security risk  management plan(s)  including the use of  process(es) in planning for  procurement of BES Cyber  Systems, and their  associated EACMS and  PACS, to identify and assess  cyber security risk(s) to the  BES as specified in  Requirement R1 Part 1.1,  and including the use of  process(es) for procuring  BES Cyber Systems and the...
27182042-052a-4ae8-96ac-5e8970a03ee6	CIP-013	2		informational	6	0	chain cyber security risk  management plan(s)  specified in the  requirement.  R3.  The Responsible Entity  reviewed and obtained CIP  Senior Manager or delegate  approval of its supply chain  cyber security risk  management plan(s) but did  so more than 15 calendar  months but less than or  equal to 16 calendar months  since the previous review as  specified in the  Requirement.  The Responsible ...
3e6b01e4-a151-4e6c-8c40-10269f8b5d92	CIP-013	2		informational	9	0	D. Regional Variances  None.
6826bdaa-481e-49e4-a7df-cd42e584de84	CIP-013	2		informational	9	0	E. Associated Documents  • Implementation Plan for Project 2019-03  • CIP-013-2 Technical Rationale
5126c178-8d2f-41c3-abfd-86776dbb2ac7	CIP-013	2		informational	10	0	Version History   Version  Date  Action   Change Tracking   1  08/10/17  Approved by the NERC  Board of Trustees.  Respond to FERC Order No.  829.  1  10/18/18  FERC Order approving  CIP-013-1.  Docket No.  RM17-13-000.    2  11/05/2020  Approved by the NERC  Board of Trustees.  Modified to address directive  in FERC Order No. 850.  2  3/18/2021  FERC Order approving   CIP-013-2.Docket No.  RD21-2...
1173844d-f05a-481c-908c-28bc09e4d9bc	CIP-013	3		informational	1	0	A. Introduction  1.  Title:  Cyber Security - Supply Chain Risk Management
7c2edbf9-5231-4203-a4db-00752d9b8d37	CIP-013	3		informational	1	1	2. Number:  CIP-013-3  3. Purpose:  To mitigate cyber security risks to the reliable operation of the Bulk  Electric System (BES) by implementing security controls for supply chain risk  management of BES Cyber Systems (BCS). 4. Applicability:  4.1. Functional Entities:  For the purpose of the requirements contained herein, the  following list of functional entities will be collectively referred t...
03ef96af-99a4-4521-8b91-787602103e62	CIP-013	3		informational	1	1	Facilities: For the purpose of the requirements contained herein, the following  Facilities, systems, and equipment owned by each Responsible Entity in 4.1  above are those to which these requirements are applicable. For requirements in this standard where a specific type of Facilities, system, or equipment or subset  of Facilities, systems, and equipment are applicable, these are specified  expli...
e83242ae-c4da-4983-9b8c-917b243506e6	CIP-013	3		informational	1	1	Cyber Systems associated with communication networks and  data communication links between discrete Electronic Security  Perimeters (ESPs). 4.2.3.3. Cyber Systems, associated with communication networks and  data communication links, between Cyber Systems providing  confidentiality and integrity of an ESP that extends to one or  more geographic locations. 4.2.3.4. The systems, structures, and comp...
f5e8db12-7561-4132-ad7d-ebd76c1e1d54	CIP-013	3		informational	4	0	B. Requirements and Measures
